checkpoint,target_step,interval,selection_index,token_id,token,wikitext_train_count,dynamic_step,projection_0,projection_1
step0,0,baseline,0,29104, repetitive,16,512,-1.09840726852417,0.5421299934387207
step0,0,baseline,1,10020, semi,112,512,-0.36838534474372864,0.4653589129447937
step0,0,baseline,2,1941, evidence,284,512,0.5667038559913635,-0.6217984557151794
step0,0,baseline,3,38730, orientations,4,512,2.3721437454223633,-0.42007023096084595
step0,0,baseline,4,21853, workplace,10,512,1.3930978775024414,1.66773521900177
step0,0,baseline,5,5631, Govern,13,512,-0.6299324631690979,0.35397759079933167
step0,0,baseline,6,30736,corn,3,512,-0.05013386160135269,1.1043070554733276
step0,0,baseline,7,1338,lement,18,512,-0.5370599031448364,0.036946285516023636
step0,0,baseline,0,29104, repetitive,16,513,-1.2008382081985474,0.5727916359901428
step0,0,baseline,1,10020, semi,112,513,-0.3794858455657959,0.4076077938079834
step0,0,baseline,2,1941, evidence,284,513,0.37954533100128174,-0.5613639950752258
step0,0,baseline,3,38730, orientations,4,513,2.2586543560028076,-0.43220362067222595
step0,0,baseline,4,21853, workplace,10,513,1.4950789213180542,1.5433975458145142
step0,0,baseline,5,5631, Govern,13,513,-0.5452436804771423,0.3855462372303009
step0,0,baseline,6,30736,corn,3,513,-0.0213346928358078,1.2862944602966309
step0,0,baseline,7,1338,lement,18,513,-0.5207717418670654,0.008052537217736244
step0,0,baseline,0,29104, repetitive,16,514,-1.296247124671936,0.5963274836540222
step0,0,baseline,1,10020, semi,112,514,-0.39870762825012207,0.35563036799430847
step0,0,baseline,2,1941, evidence,284,514,0.20990540087223053,-0.5019081234931946
step0,0,baseline,3,38730, orientations,4,514,2.134953737258911,-0.4253612458705902
step0,0,baseline,4,21853, workplace,10,514,1.6143429279327393,1.4147965908050537
step0,0,baseline,5,5631, Govern,13,514,-0.45544642210006714,0.4112718105316162
step0,0,baseline,6,30736,corn,3,514,0.01648254506289959,1.4514646530151367
step0,0,baseline,7,1338,lement,18,514,-0.5124772787094116,-0.02202645316720009
step0,0,baseline,0,29104, repetitive,16,515,-1.3863340616226196,0.6133986115455627
step0,0,baseline,1,10020, semi,112,515,-0.42864537239074707,0.3113900423049927
step0,0,baseline,2,1941, evidence,284,515,0.0615629144012928,-0.4465392231941223
step0,0,baseline,3,38730, orientations,4,515,2.0037357807159424,-0.4026046693325043
step0,0,baseline,4,21853, workplace,10,515,1.749325156211853,1.2898329496383667
step0,0,baseline,5,5631, Govern,13,515,-0.3645120859146118,0.4279026687145233
step0,0,baseline,6,30736,corn,3,515,0.06493642926216125,1.584663987159729
step0,0,baseline,7,1338,lement,18,515,-0.511976957321167,-0.053672678768634796
step0,0,baseline,0,29104, repetitive,16,516,-1.4733659029006958,0.626764714717865
step0,0,baseline,1,10020, semi,112,516,-0.47083842754364014,0.27548691630363464
step0,0,baseline,2,1941, evidence,284,516,-0.0633716881275177,-0.3973911702632904
step0,0,baseline,3,38730, orientations,4,516,1.8672995567321777,-0.3682922422885895
step0,0,baseline,4,21853, workplace,10,516,1.8926774263381958,1.1720306873321533
step0,0,baseline,5,5631, Govern,13,516,-0.2762387692928314,0.43334609270095825
step0,0,baseline,6,30736,corn,3,516,0.12618370354175568,1.674355387687683
step0,0,baseline,7,1338,lement,18,516,-0.5186796188354492,-0.08713269978761673
step0,0,baseline,0,29104, repetitive,16,517,-1.559391736984253,0.6395505666732788
step0,0,baseline,1,10020, semi,112,517,-0.5252832770347595,0.24723266065120697
step0,0,baseline,2,1941, evidence,284,517,-0.16459009051322937,-0.35561349987983704
step0,0,baseline,3,38730, orientations,4,517,1.727428674697876,-0.32746705412864685
step0,0,baseline,4,21853, workplace,10,517,2.034064531326294,1.060811161994934
step0,0,baseline,5,5631, Govern,13,517,-0.1939718872308731,0.42718175053596497
step0,0,baseline,6,30736,corn,3,517,0.20162242650985718,1.7155734300613403
step0,0,baseline,7,1338,lement,18,517,-0.531653642654419,-0.12243326753377914
step0,0,baseline,0,29104, repetitive,16,518,-1.6456198692321777,0.6532381176948547
step0,0,baseline,1,10020, semi,112,518,-0.5902049541473389,0.22493769228458405
step0,0,baseline,2,1941, evidence,284,518,-0.24314822256565094,-0.32125324010849
step0,0,baseline,3,38730, orientations,4,518,1.5856328010559082,-0.2852516770362854
step0,0,baseline,4,21853, workplace,10,518,2.1633195877075195,0.9540284872055054
step0,0,baseline,5,5631, Govern,13,518,-0.12038350105285645,0.4107873737812042
step0,0,baseline,6,30736,corn,3,518,0.29040083289146423,1.7105991840362549
step0,0,baseline,7,1338,lement,18,518,-0.5496724247932434,-0.1592969000339508
step0,0,baseline,0,29104, repetitive,16,519,-1.7317993640899658,0.6665859818458557
step0,0,baseline,1,10020, semi,112,519,-0.6621416807174683,0.20632080733776093
step0,0,baseline,2,1941, evidence,284,519,-0.300786554813385,-0.29322004318237305
step0,0,baseline,3,38730, orientations,4,519,1.4434932470321655,-0.2463725060224533
step0,0,baseline,4,21853, workplace,10,519,2.2731075286865234,0.851368248462677
step0,0,baseline,5,5631, Govern,13,519,-0.057254768908023834,0.3868635296821594
step0,0,baseline,6,30736,corn,3,519,0.38884422183036804,1.6675114631652832
step0,0,baseline,7,1338,lement,18,519,-0.5712722539901733,-0.19709831476211548
step0,0,baseline,0,29104, repetitive,16,520,-1.8154292106628418,0.6761200428009033
step0,0,baseline,1,10020, semi,112,520,-0.7363502979278564,0.18896670639514923
step0,0,baseline,2,1941, evidence,284,520,-0.3395361602306366,-0.26951998472213745
step0,0,baseline,3,38730, orientations,4,520,1.302870512008667,-0.21483661234378815
step0,0,baseline,4,21853, workplace,10,520,2.3606622219085693,0.7564448118209839
step0,0,baseline,5,5631, Govern,13,520,-0.0052246213890612125,0.3584994077682495
step0,0,baseline,6,30736,corn,3,520,0.49125006794929504,1.5977479219436646
step0,0,baseline,7,1338,lement,18,520,-0.5948114991188049,-0.2348633110523224
step0,0,baseline,0,29104, repetitive,16,521,-1.8908435106277466,0.678001880645752
step0,0,baseline,1,10020, semi,112,521,-0.8074716329574585,0.17073577642440796
step0,0,baseline,2,1941, evidence,284,521,-0.3617265820503235,-0.24773582816123962
step0,0,baseline,3,38730, orientations,4,521,1.1659562587738037,-0.19369740784168243
step0,0,baseline,4,21853, workplace,10,521,2.428224563598633,0.6762731671333313
step0,0,baseline,5,5631, Govern,13,521,0.0364316925406456,0.32830965518951416
step0,0,baseline,6,30736,corn,3,521,0.5915437340736389,1.5137200355529785
step0,0,baseline,7,1338,lement,18,521,-0.618554413318634,-0.27132999897003174
step0,0,baseline,0,29104, repetitive,16,522,-1.948594093322754,0.6705109477043152
step0,0,baseline,1,10020, semi,112,522,-0.8703322410583496,0.15009310841560364
step0,0,baseline,2,1941, evidence,284,522,-0.3700999319553375,-0.22556987404823303
step0,0,baseline,3,38730, orientations,4,522,1.0352060794830322,-0.18487249314785004
step0,0,baseline,4,21853, workplace,10,522,2.4819090366363525,0.6182200908660889
step0,0,baseline,5,5631, Govern,13,522,0.06997247785329819,0.29823294281959534
step0,0,baseline,6,30736,corn,3,522,0.6848251223564148,1.4270734786987305
step0,0,baseline,7,1338,lement,18,522,-0.6407871246337891,-0.3050595223903656
step0,0,baseline,0,29104, repetitive,16,523,-1.9757592678070068,0.6560128331184387
step0,0,baseline,1,10020, semi,112,523,-0.9207422137260437,0.1263476461172104
step0,0,baseline,2,1941, evidence,284,523,-0.36778685450553894,-0.201274111866951
step0,0,baseline,3,38730, orientations,4,523,0.9132145047187805,-0.18898935616016388
step0,0,baseline,4,21853, workplace,10,523,2.5290467739105225,0.5859373211860657
step0,0,baseline,5,5631, Govern,13,523,0.0994076281785965,0.270032674074173
step0,0,baseline,6,30736,corn,3,523,0.7681064605712891,1.3475040197372437
step0,0,baseline,7,1338,lement,18,523,-0.6599699258804321,-0.3345891535282135
step0,0,baseline,0,29104, repetitive,16,524,-1.9576770067214966,0.6411092281341553
step0,0,baseline,1,10020, semi,112,524,-0.9561210870742798,0.09982413798570633
step0,0,baseline,2,1941, evidence,284,524,-0.35810449719429016,-0.17389562726020813
step0,0,baseline,3,38730, orientations,4,524,0.802555501461029,-0.20529066026210785
step0,0,baseline,4,21853, workplace,10,524,2.574735641479492,0.5764774084091187
step0,0,baseline,5,5631, Govern,13,524,0.13079071044921875,0.24596960842609406
step0,0,baseline,6,30736,corn,3,524,0.8401546478271484,1.2819522619247437
step0,0,baseline,7,1338,lement,18,524,-0.6749004125595093,-0.35858070850372314
step0,0,baseline,0,29104, repetitive,16,525,-1.8811116218566895,0.6340163350105286
step0,0,baseline,1,10020, semi,112,525,-0.9758188724517822,0.07193545997142792
step0,0,baseline,2,1941, evidence,284,525,-0.34427720308303833,-0.1433304399251938
step0,0,baseline,3,38730, orientations,4,525,0.705539882183075,-0.23168934881687164
step0,0,baseline,4,21853, workplace,10,525,2.6194710731506348,0.5802822709083557
step0,0,baseline,5,5631, Govern,13,525,0.17230331897735596,0.22895903885364532
step0,0,baseline,6,30736,corn,3,525,0.9008455872535706,1.234020471572876
step0,0,baseline,7,1338,lement,18,525,-0.6848626136779785,-0.3759532868862152
step0,0,baseline,0,29104, repetitive,16,526,-1.7380099296569824,0.639954686164856
step0,0,baseline,1,10020, semi,112,526,-0.9810413718223572,0.04509856551885605
step0,0,baseline,2,1941, evidence,284,526,-0.32917895913124084,-0.11020952463150024
step0,0,baseline,3,38730, orientations,4,526,0.6238875389099121,-0.2650138735771179
step0,0,baseline,4,21853, workplace,10,526,2.6593501567840576,0.5841273665428162
step0,0,baseline,5,5631, Govern,13,526,0.2335641086101532,0.22193089127540588
step0,0,baseline,6,30736,corn,3,526,0.9505484700202942,1.2035411596298218
step0,0,baseline,7,1338,lement,18,526,-0.6897114515304565,-0.38597673177719116
step0,0,baseline,0,29104, repetitive,16,527,-1.5286152362823486,0.6574276685714722
step0,0,baseline,1,10020, semi,112,527,-0.9743908047676086,0.02239151857793331
step0,0,baseline,2,1941, evidence,284,527,-0.31515029072761536,-0.07566381990909576
step0,0,baseline,3,38730, orientations,4,527,0.5583715438842773,-0.30145421624183655
step0,0,baseline,4,21853, workplace,10,527,2.6889116764068604,0.575370728969574
step0,0,baseline,5,5631, Govern,13,527,0.32374176383018494,0.22668038308620453
step0,0,baseline,6,30736,corn,3,527,0.9899523854255676,1.1864248514175415
step0,0,baseline,7,1338,lement,18,527,-0.6898549795150757,-0.3883153200149536
step0,0,baseline,0,29104, repetitive,16,528,-1.2629696130752563,0.6782731413841248
step0,0,baseline,1,10020, semi,112,528,-0.959096372127533,0.006910988595336676
step0,0,baseline,2,1941, evidence,284,528,-0.3038928210735321,-0.041027192026376724
step0,0,baseline,3,38730, orientations,4,528,0.508577287197113,-0.3370920419692993
step0,0,baseline,4,21853, workplace,10,528,2.704782009124756,0.5453317761421204
step0,0,baseline,5,5631, Govern,13,528,0.448771208524704,0.24277180433273315
step0,0,baseline,6,30736,corn,3,528,1.0203633308410645,1.1750802993774414
step0,0,baseline,7,1338,lement,18,528,-0.6861057877540588,-0.3830426335334778
step0,0,baseline,0,29104, repetitive,16,529,-0.9606727361679077,0.6915844678878784
step0,0,baseline,1,10020, semi,112,529,-0.9381229281425476,0.0009314993512816727
step0,0,baseline,2,1941, evidence,284,529,-0.2964431941509247,-0.007549634203314781
step0,0,baseline,3,38730, orientations,4,529,0.47289708256721497,-0.3683793544769287
step0,0,baseline,4,21853, workplace,10,529,2.7076995372772217,0.4903351366519928
step0,0,baseline,5,5631, Govern,13,529,0.6087265014648438,0.2671709358692169
step0,0,baseline,6,30736,corn,3,529,1.0441769361495972,1.1597117185592651
step0,0,baseline,7,1338,lement,18,529,-0.6794158816337585,-0.37062206864356995
step0,0,baseline,0,29104, repetitive,16,530,-0.64851975440979,0.6885195374488831
step0,0,baseline,1,10020, semi,112,530,-0.9133853316307068,0.005136505234986544
step0,0,baseline,2,1941, evidence,284,530,-0.29320695996284485,0.02381066605448723
step0,0,baseline,3,38730, orientations,4,530,0.4488096535205841,-0.39245766401290894
step0,0,baseline,4,21853, workplace,10,530,2.7016119956970215,0.4107377231121063
step0,0,baseline,5,5631, Govern,13,530,0.7966422438621521,0.2950219213962555
step0,0,baseline,6,30736,corn,3,530,1.065029501914978,1.1303656101226807
step0,0,baseline,7,1338,lement,18,530,-0.6705548167228699,-0.3518558442592621
step0,0,baseline,0,29104, repetitive,16,531,-0.35475102066993713,0.6650720238685608
step0,0,baseline,1,10020, semi,112,531,-0.8852933645248413,0.018221167847514153
step0,0,baseline,2,1941, evidence,284,531,-0.29405173659324646,0.05250193551182747
step0,0,baseline,3,38730, orientations,4,531,0.43334436416625977,-0.4072980284690857
step0,0,baseline,4,21853, workplace,10,531,2.6907155513763428,0.30954957008361816
step0,0,baseline,5,5631, Govern,13,531,0.9996041655540466,0.3213864862918854
step0,0,baseline,6,30736,corn,3,531,1.0873513221740723,1.0792649984359741
step0,0,baseline,7,1338,lement,18,531,-0.6598080992698669,-0.32781872153282166
