checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4,checkpoint_loss,lyapunov_exponent_window,spectral_radius,spectral_radius_eigenvalue_real,spectral_radius_eigenvalue_imag,spectral_abscissa,max_real_eigenvalue_imag,max_real_eigenvalue_abs,operator_norm_2,operator_norm_sigma2,jacobian_frobenius_norm,operator_norm_over_spectral_radius,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,runtime_seconds
step3000,0,256,256,0,21825, clones,2,0,-0.8853796645129328,0.8897324950796515,0.7083197607149649,-0.05753883015041361,3.870478689486086,-0.032465606927871704,0.9579514265060425,0.9579514265060425,0.0,0.9579514265060425,0.0,0.9579514265060425,1.529650330543518,1.489890217781067,14.217765808105469,1.5967931747436523,35.46728515625,42261, owes,1,0.20021560788154602,0.799784392118454,0.012109607458114624,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021560788154602}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881060004234314}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715529143810272}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.18430519104003906}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224328756332397}]",42261, owes,1,35.27412033081055,0.01700592041015625,0.0004821075692510538,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27412033081055}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.2911262512207}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292728424072266}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29356002807617}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.29404067993164}]",15,.,8666,0.06816161423921585,0.030607011169195175,0.5960855484008789,0.6257056593894958,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816161423921585}, {""token_id"": 13, ""token"": "","", ""value"": 0.037554603070020676}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719082310795784}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.02163262851536274}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019668923690915108}]",True,False,False,0.9134522713720798
step3000,0,256,256,1,23778, motive,8,2,-0.8853722693618123,0.8897334061052309,0.7083176123483685,-0.057538631521590444,3.870478689486086,-0.03370581939816475,0.9579538106918335,0.9579538106918335,0.0,0.9579538106918335,0.0,0.9579538106918335,1.5296711921691895,1.4898948669433594,14.21776294708252,1.596811056137085,35.46728515625,42261, owes,1,0.20021557807922363,0.7997844219207764,0.01210959255695343,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021557807922363}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881059855222702}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715547025203705}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.1843051314353943}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224337697029114}]",42261, owes,1,35.27412033081055,0.01700592041015625,0.0004821075692510538,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27412033081055}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.2911262512207}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292728424072266}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29356002807617}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.29404067993164}]",15,.,8666,0.06816180050373077,0.030607059597969055,0.5960845947265625,0.6257054805755615,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816180050373077}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755474090576172}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719089388847351}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.02163258194923401}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019668851047754288}]",True,False,False,0.6074951216578484
step3000,0,256,256,2,19211, cabinet,33,5,-0.885184103408635,0.8897424823415289,0.7082651538506555,-0.057515132084174914,3.870478689486086,-0.027399079874157906,0.95795738697052,0.95795738697052,0.0,0.95795738697052,0.0,0.95795738697052,1.5296720266342163,1.4899271726608276,14.217729568481445,1.5968059301376343,35.467288970947266,42261, owes,1,0.20021440088748932,0.7997855991125107,0.012109145522117615,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021440088748932}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881052553653717}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.1871597319841385}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.1843039095401764}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224549293518066}]",42261, owes,1,35.27412796020508,0.016998291015625,0.00048189117629787536,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27412796020508}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.2911262512207}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.2927360534668}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29356384277344}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.294044494628906}]",15,.,8666,0.0681651383638382,0.030608266592025757,0.5960769653320312,0.6257032155990601,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.0681651383638382}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755687177181244}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719189040362835}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.02163146622478962}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019667405635118484}]",True,False,False,0.5927506610751152
step3000,0,256,256,3,6574, miles,404,7,-0.8853769765198147,0.889733409209505,0.7083178495141815,-0.05753917828199928,3.870478689486086,-0.026356393471360207,0.9579527974128723,0.9579527974128723,0.0,0.9579527974128723,0.0,0.9579527974128723,1.5296498537063599,1.4899139404296875,14.217764854431152,1.5967904329299927,35.46728515625,42261, owes,1,0.20021560788154602,0.799784392118454,0.012109622359275818,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021560788154602}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881059855222702}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.1871553361415863}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.18430514633655548}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224331736564636}]",42261, owes,1,35.27412033081055,0.01700592041015625,0.0004821075692510538,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27412033081055}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.2911262512207}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292728424072266}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29356002807617}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.29404067993164}]",15,.,8666,0.06816159188747406,0.03060692921280861,0.5960836410522461,0.6257055997848511,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816159188747406}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755466267466545}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.027190852910280228}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632589399814606}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019668886438012123}]",True,False,False,0.6240625791251659
step3000,256,512,512,0,21825, clones,2,0,-0.8854367708933055,0.8897305840266585,0.7083351298284295,-0.057545782773591014,3.870478689486086,-0.04295707866549492,0.9579524993896484,0.9579524993896484,0.0,0.9579524993896484,0.0,0.9579524993896484,1.5296684503555298,1.4899287223815918,14.217775344848633,1.5968103408813477,35.467281341552734,42261, owes,1,0.20021599531173706,0.7997840046882629,0.012109756469726562,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021599531173706}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881062388420105}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715402483940125}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.18430554866790771}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224267661571503}]",42261, owes,1,35.27411651611328,0.01700592041015625,0.00048210762138827526,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.29112243652344}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292724609375}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.293556213378906}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.29404067993164}]",15,.,8666,0.06816060096025467,0.030606623739004135,0.5960874557495117,0.6257063150405884,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816060096025467}, {""token_id"": 13, ""token"": "","", ""value"": 0.037553977221250534}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719053626060486}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632954478263855}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019669342786073685}]",True,False,False,0.5557768121361732
step3000,256,512,512,1,23778, motive,8,2,-0.8854369344120516,0.8897301736915194,0.7083349507209177,-0.05754606317954436,3.870478689486086,-0.04294919595122337,0.9579548239707947,0.9579548239707947,0.0,0.9579548239707947,0.0,0.9579548239707947,1.5296683311462402,1.4899072647094727,14.217774391174316,1.596806287765503,35.467281341552734,42261, owes,1,0.20021599531173706,0.7997840046882629,0.01210978627204895,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021599531173706}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881062090396881}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715403974056244}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.18430554866790771}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.1822427213191986}]",42261, owes,1,35.27411651611328,0.01700592041015625,0.00048210762138827526,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.29112243652344}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292724609375}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29355239868164}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.294036865234375}]",15,.,8666,0.06816061586141586,0.030606668442487717,0.5960884094238281,0.6257063746452332,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816061586141586}, {""token_id"": 13, ""token"": "","", ""value"": 0.037553947418928146}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.027190539985895157}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632950752973557}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.01966935582458973}]",True,False,False,0.5772952698171139
step3000,256,512,512,2,19211, cabinet,33,5,-0.8854366151085968,0.8897308380101012,0.7083358262226349,-0.05754587414362333,3.870478689486086,-0.04294484853744507,0.9579529166221619,0.9579529166221619,0.0,0.9579529166221619,0.0,0.9579529166221619,1.529672384262085,1.4899096488952637,14.217774391174316,1.5968137979507446,35.467281341552734,42261, owes,1,0.20021599531173706,0.7997840046882629,0.012109771370887756,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021599531173706}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881062239408493}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715405464172363}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.18430554866790771}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224267661571503}]",42261, owes,1,35.27411651611328,0.01700592041015625,0.00048210762138827526,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.29112243652344}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292724609375}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29355239868164}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.294036865234375}]",15,.,8666,0.06816054880619049,0.030606601387262344,0.5960874557495117,0.6257063746452332,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816054880619049}, {""token_id"": 13, ""token"": "","", ""value"": 0.037553947418928146}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.027190539985895157}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632960066199303}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019669365137815475}]",True,False,False,0.5697039254009724
step3000,256,512,512,3,6574, miles,404,7,-0.8854357794756932,0.8897297324526382,0.7083345025002816,-0.05754654146341509,3.870478689486086,-0.04295428842306137,0.9579549431800842,0.9579549431800842,0.0,0.9579549431800842,0.0,0.9579549431800842,1.5296722650527954,1.4899104833602905,14.217775344848633,1.596810221672058,35.467281341552734,42261, owes,1,0.20021596550941467,0.7997840344905853,0.012109711766242981,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021596550941467}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881062537431717}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715403974056244}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.1843055784702301}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224267661571503}]",42261, owes,1,35.27411651611328,0.01700592041015625,0.00048210762138827526,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.29112243652344}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292724609375}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29355239868164}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.294036865234375}]",15,.,8666,0.06816060841083527,0.030606664717197418,0.5960884094238281,0.6257063746452332,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816060841083527}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755394369363785}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.027190513908863068}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632978692650795}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019669363275170326}]",True,False,False,0.5221740119159222
step3000,512,768,768,0,21825, clones,2,0,-0.8854362717864492,0.8897297369312592,0.7083353454864174,-0.057545580601285784,3.870478689486086,-0.042958904057741165,0.9579490423202515,0.9579490423202515,0.0,0.9579490423202515,0.0,0.9579490423202515,1.5296592712402344,1.489927053451538,14.217774391174316,1.596806526184082,35.467281341552734,42261, owes,1,0.20021599531173706,0.7997840046882629,0.012109741568565369,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021599531173706}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.1881062537431717}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715400993824005}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.1843055635690689}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224266171455383}]",42261, owes,1,35.27411651611328,0.01700592041015625,0.00048210762138827526,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.29112243652344}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292724609375}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.29355239868164}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.294036865234375}]",15,.,8666,0.06816060096025467,0.03060666099190712,0.5960884094238281,0.6257063150405884,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816060096025467}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755393996834755}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719051018357277}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632933989167213}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.019669361412525177}]",True,False,False,0.524483248591423
step3000,512,768,768,1,23778, motive,8,2,-0.8854374031445911,0.8897302636915534,0.7083350241862768,-0.05754556828056756,3.870478689486086,-0.04295892268419266,0.9579516649246216,0.9579516649246216,0.0,0.9579516649246216,0.0,0.9579516649246216,1.5296978950500488,1.4898968935012817,14.2177734375,1.5968424081802368,35.46728515625,42261, owes,1,0.20021599531173706,0.7997840046882629,0.012109801173210144,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 0.20021599531173706}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 0.18810619413852692}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 0.18715402483940125}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 0.1843055635690689}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 0.18224267661571503}]",42261, owes,1,35.27411651611328,0.017009735107421875,0.0004822157657627455,"[{""token_id"": 42261, ""token"": "" owes"", ""value"": 35.27411651611328}, {""token_id"": 13549, ""token"": ""1993"", ""value"": 35.2911262512207}, {""token_id"": 18820, ""token"": "" antibiotic"", ""value"": 35.292728424072266}, {""token_id"": 12085, ""token"": "" competitive"", ""value"": 35.293556213378906}, {""token_id"": 39384, ""token"": "" shareholder"", ""value"": 35.29404067993164}]",15,.,8666,0.06816058605909348,0.030606653541326523,0.5960884094238281,0.6257063746452332,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.06816058605909348}, {""token_id"": 13, ""token"": "","", ""value"": 0.03755393251776695}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.02719050645828247}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.021632973104715347}, {""token_id"": 470, ""token"": "" 0"", ""value"": 0.01966935768723488}]",True,False,False,0.5667448565363884
