checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,jacobian_lambda1_abs,jacobian_lambda1_real,jacobian_lambda1_imag,jacobian_lambda2_abs,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,jacobian_runtime_seconds
step21000,0,256,256,0,29104, repetitive,16,1.1570230722427368,1.1570230722427368,0.0,1.1254310607910156,46.13520812988281,20192, pathogen,1,0.1930106282234192,0.8069893717765808,0.007609054446220398,"[{""token_id"": 20192, ""token"": "" pathogen"", ""value"": 0.1930106282234192}, {""token_id"": 14106, ""token"": ""）"", ""value"": 0.1854015737771988}, {""token_id"": 8770, ""token"": "" behaviour"", ""value"": 0.18134601414203644}, {""token_id"": 49801, ""token"": "" creeping"", ""value"": 0.17984166741371155}, {""token_id"": 21734, ""token"": ""性"", ""value"": 0.1692204475402832}]",20192, pathogen,1,45.8671875,0.015979766845703125,0.00034839212336058595,"[{""token_id"": 20192, ""token"": "" pathogen"", ""value"": 45.8671875}, {""token_id"": 14106, ""token"": ""）"", ""value"": 45.8831672668457}, {""token_id"": 49801, ""token"": "" creeping"", ""value"": 45.88762283325195}, {""token_id"": 8770, ""token"": "" behaviour"", ""value"": 45.89145278930664}, {""token_id"": 21734, ""token"": ""性"", ""value"": 45.904823303222656}]",15,.,8666,0.15330103039741516,0.0825701653957367,0.7735214233398438,0.5187778472900391,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.15330103039741516}, {""token_id"": 13, ""token"": "","", ""value"": 0.07073086500167847}, {""token_id"": 309, ""token"": "" I"", ""value"": 0.04178788140416145}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.030370790511369705}, {""token_id"": 3048, ""token"": "" link"", ""value"": 0.02459058351814747}]",True,False,False,0.5749085359275341
step21000,0,256,256,1,10020, semi,112,0.9958977103233337,0.9856123924255371,0.14276021718978882,0.9958977103233337,48.59510040283203,29780, beaches,23,0.16927044093608856,0.8307295590639114,0.0023728907108306885,"[{""token_id"": 29780, ""token"": "" beaches"", ""value"": 0.16927044093608856}, {""token_id"": 9420, ""token"": "" Academ"", ""value"": 0.16689755022525787}, {""token_id"": 44277, ""token"": ""80211"", ""value"": 0.16309085488319397}, {""token_id"": 34507, ""token"": "" aeros"", ""value"": 0.16126179695129395}, {""token_id"": 34415, ""token"": ""POINT"", ""value"": 0.15983887016773224}]",29780, beaches,23,48.360836029052734,0.0042724609375,8.834547307935955e-05,"[{""token_id"": 29780, ""token"": "" beaches"", ""value"": 48.360836029052734}, {""token_id"": 9420, ""token"": "" Academ"", ""value"": 48.365108489990234}, {""token_id"": 44277, ""token"": ""80211"", ""value"": 48.37592697143555}, {""token_id"": 14525, ""token"": "" overex"", ""value"": 48.37873840332031}, {""token_id"": 34507, ""token"": "" aeros"", ""value"": 48.38025665283203}]",13,",",2711,0.04545825719833374,0.0037335455417633057,0.08570098876953125,0.5920677185058594,"[{""token_id"": 13, ""token"": "","", ""value"": 0.04545825719833374}, {""token_id"": 209, ""token"": "" "", ""value"": 0.041724711656570435}, {""token_id"": 16974, ""token"": ""iste"", ""value"": 0.03554803133010864}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.030225206166505814}, {""token_id"": 86, ""token"": ""u"", ""value"": 0.023316171020269394}]",True,False,False,0.6187979057431221
step21000,0,256,256,2,1941, evidence,284,1.0385570526123047,1.0385570526123047,0.0,0.96809321641922,48.25090408325195,23748,ña,9,0.17688360810279846,0.8231163918972015,0.003085300326347351,"[{""token_id"": 23748, ""token"": ""ña"", ""value"": 0.17688360810279846}, {""token_id"": 12402, ""token"": ""¿"", ""value"": 0.1737983077764511}, {""token_id"": 37340, ""token"": ""mixed"", ""value"": 0.1704271286725998}, {""token_id"": 27356, ""token"": ""uras"", ""value"": 0.16969293355941772}, {""token_id"": 49921, ""token"": "" 636"", ""value"": 0.16202127933502197}]",23748,ña,9,48.0051383972168,0.00630950927734375,0.00013143403993830704,"[{""token_id"": 23748, ""token"": ""ña"", ""value"": 48.0051383972168}, {""token_id"": 12402, ""token"": ""¿"", ""value"": 48.01144790649414}, {""token_id"": 37340, ""token"": ""mixed"", ""value"": 48.016788482666016}, {""token_id"": 27356, ""token"": ""uras"", ""value"": 48.02030944824219}, {""token_id"": 26912, ""token"": ""Render"", ""value"": 48.03123092651367}]",187,"
",1,0.08231890201568604,0.0037649422883987427,0.046814918518066406,0.5116599798202515,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08231890201568604}, {""token_id"": 6273, ""token"": "" vote"", ""value"": 0.07855395972728729}, {""token_id"": 4327, ""token"": "" choice"", ""value"": 0.05974298343062401}, {""token_id"": 48957, ""token"": "" moderator"", ""value"": 0.048203565180301666}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.03846702352166176}]",True,False,False,0.6030418686568737
step21000,0,256,256,3,38730, orientations,4,1.097908616065979,1.0972678661346436,0.03750276193022728,1.097908616065979,48.546546936035156,44114,元,0,0.18287838995456696,0.817121610045433,0.01000124216079712,"[{""token_id"": 44114, ""token"": ""元"", ""value"": 0.18287838995456696}, {""token_id"": 6700, ""token"": "" Mem"", ""value"": 0.17287714779376984}, {""token_id"": 18846, ""token"": ""obby"", ""value"": 0.1695072501897812}, {""token_id"": 24182, ""token"": ""esp"", ""value"": 0.16747167706489563}, {""token_id"": 20353, ""token"": ""タ"", ""value"": 0.16568386554718018}]",44114,元,0,48.292579650878906,0.012420654296875,0.00025719591677784704,"[{""token_id"": 44114, ""token"": ""元"", ""value"": 48.292579650878906}, {""token_id"": 6700, ""token"": "" Mem"", ""value"": 48.30500030517578}, {""token_id"": 18846, ""token"": ""obby"", ""value"": 48.311981201171875}, {""token_id"": 24182, ""token"": ""esp"", ""value"": 48.31644821166992}, {""token_id"": 20353, ""token"": ""タ"", ""value"": 48.31722640991211}]",187,"
",1,0.10431357473134995,0.036994874477386475,0.43796348571777344,0.523587703704834,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.10431357473134995}, {""token_id"": 346, ""token"": "" \"""", ""value"": 0.06731870025396347}, {""token_id"": 15, ""token"": ""."", ""value"": 0.046542689204216}, {""token_id"": 13, ""token"": "","", ""value"": 0.033401377499103546}, {""token_id"": 278, ""token"": "" m"", ""value"": 0.027706272900104523}]",True,False,False,0.5788906626403332
step21000,256,512,512,0,29104, repetitive,16,1.0198460817337036,1.0189619064331055,0.04245764762163162,1.0198460817337036,45.127620697021484,5362, scen,1,0.19573889672756195,0.804261103272438,0.02981261909008026,"[{""token_id"": 5362, ""token"": "" scen"", ""value"": 0.19573889672756195}, {""token_id"": 28759, ""token"": ""ochrom"", ""value"": 0.1659262776374817}, {""token_id"": 3318, ""token"": "" $$"", ""value"": 0.16430020332336426}, {""token_id"": 45631, ""token"": "" év"", ""value"": 0.16292166709899902}, {""token_id"": 49153, ""token"": ""Evidence"", ""value"": 0.16072474420070648}]",5362, scen,1,44.86088562011719,0.042621612548828125,0.0009500840645400702,"[{""token_id"": 5362, ""token"": "" scen"", ""value"": 44.86088562011719}, {""token_id"": 28759, ""token"": ""ochrom"", ""value"": 44.903507232666016}, {""token_id"": 49153, ""token"": ""Evidence"", ""value"": 44.907962799072266}, {""token_id"": 45631, ""token"": "" év"", ""value"": 44.90803527832031}, {""token_id"": 256, ""token"": "" s"", ""value"": 44.92205810546875}]",13,",",2711,0.09050297737121582,0.03577892482280731,0.5030794143676758,0.5781729221343994,"[{""token_id"": 13, ""token"": "","", ""value"": 0.09050297737121582}, {""token_id"": 387, ""token"": "" at"", ""value"": 0.05472405254840851}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.03492872789502144}, {""token_id"": 390, ""token"": "" or"", ""value"": 0.023292548954486847}, {""token_id"": 407, ""token"": "" by"", ""value"": 0.02145206555724144}]",True,False,False,0.5738296955823898
step21000,256,512,512,1,10020, semi,112,1.0017385482788086,0.9990934133529663,0.07274904102087021,1.0017385482788086,44.873146057128906,2573,DE,2,0.18450362980365753,0.8154963701963425,0.0015647858381271362,"[{""token_id"": 2573, ""token"": ""DE"", ""value"": 0.18450362980365753}, {""token_id"": 28968, ""token"": ""Volume"", ""value"": 0.1829388439655304}, {""token_id"": 14203, ""token"": "" hanging"", ""value"": 0.18055979907512665}, {""token_id"": 18600, ""token"": "" declar"", ""value"": 0.17751646041870117}, {""token_id"": 41677, ""token"": ""selective"", ""value"": 0.164554163813591}]",2573,DE,2,44.61720657348633,0.005290985107421875,0.00011858620280737232,"[{""token_id"": 2573, ""token"": ""DE"", ""value"": 44.61720657348633}, {""token_id"": 28968, ""token"": ""Volume"", ""value"": 44.62249755859375}, {""token_id"": 14203, ""token"": "" hanging"", ""value"": 44.62699890136719}, {""token_id"": 18600, ""token"": "" declar"", ""value"": 44.63229751586914}, {""token_id"": 41677, ""token"": ""selective"", ""value"": 44.65068817138672}]",187,"
",1,0.07088002562522888,0.03408315032720566,0.6555757522583008,0.5949023962020874,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07088002562522888}, {""token_id"": 1040, ""token"": "" |"", ""value"": 0.036796875298023224}, {""token_id"": 15, ""token"": ""."", ""value"": 0.03223145380616188}, {""token_id"": 686, ""token"": "" '"", ""value"": 0.03170032426714897}, {""token_id"": 13, ""token"": "","", ""value"": 0.018695879727602005}]",True,False,False,0.604363214224577
step21000,256,512,512,2,1941, evidence,284,1.0500587224960327,1.049804925918579,0.023084565997123718,1.0500587224960327,45.860965728759766,21734,性,0,0.19208958745002747,0.8079104125499725,0.02081148326396942,"[{""token_id"": 21734, ""token"": ""性"", ""value"": 0.19208958745002747}, {""token_id"": 48288, ""token"": "" FIR"", ""value"": 0.17127810418605804}, {""token_id"": 1609, ""token"": "" occ"", ""value"": 0.170882448554039}, {""token_id"": 42770, ""token"": "" Charge"", ""value"": 0.16109156608581543}, {""token_id"": 20837, ""token"": ""assium"", ""value"": 0.1586938202381134}]",21734,性,0,45.59617233276367,0.029254913330078125,0.0006416089735904577,"[{""token_id"": 21734, ""token"": ""性"", ""value"": 45.59617233276367}, {""token_id"": 1609, ""token"": "" occ"", ""value"": 45.62542724609375}, {""token_id"": 48288, ""token"": "" FIR"", ""value"": 45.6284294128418}, {""token_id"": 42770, ""token"": "" Charge"", ""value"": 45.64311599731445}, {""token_id"": 39218, ""token"": "" Tissue"", ""value"": 45.64570236206055}]",187,"
",1,0.1105857789516449,0.03833302855491638,0.42562103271484375,0.4950941205024719,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.1105857789516449}, {""token_id"": 15, ""token"": ""."", ""value"": 0.07225275039672852}, {""token_id"": 273, ""token"": "" of"", ""value"": 0.0541815310716629}, {""token_id"": 85, ""token"": ""t"", ""value"": 0.048969801515340805}, {""token_id"": 289, ""token"": "" th"", ""value"": 0.027828067541122437}]",True,False,False,0.6074411235749722
step21000,256,512,512,3,38730, orientations,4,1.0533945560455322,1.0533945560455322,0.0,0.9869848489761353,45.28272247314453,24326,theme,0,0.19139818847179413,0.8086018115282059,0.018719077110290527,"[{""token_id"": 24326, ""token"": ""theme"", ""value"": 0.19139818847179413}, {""token_id"": 13157, ""token"": "" modul"", ""value"": 0.1726791113615036}, {""token_id"": 12722, ""token"": ""disc"", ""value"": 0.1721881926059723}, {""token_id"": 26676, ""token"": "" GABA"", ""value"": 0.16581358015537262}, {""token_id"": 39843, ""token"": "" violently"", ""value"": 0.1647515743970871}]",24326,theme,0,45.018943786621094,0.02506256103515625,0.0005567114402760475,"[{""token_id"": 24326, ""token"": ""theme"", ""value"": 45.018943786621094}, {""token_id"": 13157, ""token"": "" modul"", ""value"": 45.04400634765625}, {""token_id"": 12722, ""token"": ""disc"", ""value"": 45.045902252197266}, {""token_id"": 39843, ""token"": "" violently"", ""value"": 45.058677673339844}, {""token_id"": 15673, ""token"": "" modulation"", ""value"": 45.05916976928711}]",13,",",2711,0.034177955240011215,0.004111276939511299,0.12816333770751953,0.621124804019928,"[{""token_id"": 13, ""token"": "","", ""value"": 0.034177955240011215}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.030066678300499916}, {""token_id"": 31249, ""token"": ""IRT"", ""value"": 0.020475827157497406}, {""token_id"": 19976, ""token"": ""ETHOD"", ""value"": 0.01833571121096611}, {""token_id"": 15, ""token"": ""."", ""value"": 0.016975007951259613}]",True,False,False,0.5945543274283409
step21000,512,768,768,0,29104, repetitive,16,1.001457691192627,0.9937444925308228,0.12405384331941605,1.001457691192627,44.448734283447266,15673, modulation,2,0.1737571805715561,0.8262428194284439,0.009426474571228027,"[{""token_id"": 15673, ""token"": "" modulation"", ""value"": 0.1737571805715561}, {""token_id"": 4367, ""token"": "" files"", ""value"": 0.16433070600032806}, {""token_id"": 18049, ""token"": ""vid"", ""value"": 0.16405241191387177}, {""token_id"": 4039, ""token"": ""cho"", ""value"": 0.16375276446342468}, {""token_id"": 24326, ""token"": ""theme"", ""value"": 0.1612969934940338}]",15673, modulation,2,44.2090950012207,0.01367950439453125,0.00030942737900772525,"[{""token_id"": 15673, ""token"": "" modulation"", ""value"": 44.2090950012207}, {""token_id"": 18049, ""token"": ""vid"", ""value"": 44.222774505615234}, {""token_id"": 4039, ""token"": ""cho"", ""value"": 44.22358322143555}, {""token_id"": 21970, ""token"": ""volume"", ""value"": 44.23084259033203}, {""token_id"": 24326, ""token"": ""theme"", ""value"": 44.23095703125}]",187,"
",1,0.0764831006526947,0.03437856584787369,0.5969142913818359,0.5868270993232727,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.0764831006526947}, {""token_id"": 3, ""token"": ""\"""", ""value"": 0.042104534804821014}, {""token_id"": 47503, ""token"": ""CAS"", ""value"": 0.01643557660281658}, {""token_id"": 50276, ""token"": ""  "", ""value"": 0.014636128209531307}, {""token_id"": 15, ""token"": ""."", ""value"": 0.013973737135529518}]",True,False,False,0.6087468639016151
step21000,512,768,768,1,10020, semi,112,1.0804816484451294,1.075722336769104,0.10130169987678528,1.0804816484451294,46.06367111206055,49667, atherosclerotic,0,0.18907810747623444,0.8109218925237656,0.0027317553758621216,"[{""token_id"": 49667, ""token"": "" atherosclerotic"", ""value"": 0.18907810747623444}, {""token_id"": 17494, ""token"": ""settings"", ""value"": 0.18634635210037231}, {""token_id"": 20192, ""token"": "" pathogen"", ""value"": 0.16949817538261414}, {""token_id"": 44213, ""token"": "" shack"", ""value"": 0.16827717423439026}, {""token_id"": 3634, ""token"": "" context"", ""value"": 0.16585470736026764}]",49667, atherosclerotic,0,45.80226516723633,0.005367279052734375,0.0001171837033198468,"[{""token_id"": 49667, ""token"": "" atherosclerotic"", ""value"": 45.80226516723633}, {""token_id"": 17494, ""token"": ""settings"", ""value"": 45.80763244628906}, {""token_id"": 20192, ""token"": "" pathogen"", ""value"": 45.831459045410156}, {""token_id"": 44213, ""token"": "" shack"", ""value"": 45.832332611083984}, {""token_id"": 3634, ""token"": "" context"", ""value"": 45.837852478027344}]",15,.,8666,0.1191527470946312,0.03535124659538269,0.3519554138183594,0.5456467866897583,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.1191527470946312}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.0838015004992485}, {""token_id"": 309, ""token"": "" I"", ""value"": 0.04221973568201065}, {""token_id"": 13, ""token"": "","", ""value"": 0.02713257074356079}, {""token_id"": 864, ""token"": ""hen"", ""value"": 0.017841925844550133}]",True,False,False,0.5992883108556271
