checkpoint,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4,vector_kind,vector_l2,state_l2,relative_update_l2,projection_seed,projection_sha256
step8000,0,0,21825, clones,2,0,3.3927392959594727,1.7023515701293945,4.229654312133789,-4.216925144195557,residual_internal,76.17877960205078,1.3595852851867676,56.030894444099566,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,0,1,23778, motive,8,2,1.9806324243545532,-2.096949815750122,-0.9761836528778076,-1.3256516456604004,residual_internal,70.61508178710938,1.4012736082077026,50.39350015121566,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,0,2,19211, cabinet,33,5,4.214199542999268,0.2776503562927246,-3.0488195419311523,-0.6309404969215393,residual_internal,67.69769287109375,1.3787401914596558,49.10112383060583,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,0,3,6574, miles,404,7,0.9442113637924194,-0.37756040692329407,1.057636022567749,-5.4725213050842285,residual_internal,62.98371124267578,1.3440032005310059,46.86276879235955,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,1,0,21825, clones,2,0,1.4651885032653809,3.7893593311309814,3.3057754039764404,-1.1672121286392212,residual_internal,60.519493103027344,30.19253158569336,2.0044524233173053,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,1,1,23778, motive,8,2,2.6919851303100586,-1.499366283416748,0.009231336414813995,-5.127114295959473,residual_internal,63.72315216064453,31.962932586669922,1.9936578719069147,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,1,2,19211, cabinet,33,5,0.367889940738678,0.08873698115348816,-1.3816590309143066,-1.5873866081237793,residual_internal,61.137054443359375,29.948198318481445,2.0414267927974437,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,1,3,6574, miles,404,7,2.557797908782959,0.007388405501842499,3.6799254417419434,-3.302011489868164,residual_internal,60.52500915527344,34.360408782958984,1.7614752355708516,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,2,0,21825, clones,2,0,-0.8657944202423096,-1.4895286560058594,1.4060163497924805,-1.7811939716339111,residual_internal,58.21598815917969,35.43364334106445,1.642958010239735,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,2,1,23778, motive,8,2,2.257397174835205,-2.9693796634674072,0.6341896057128906,-6.205617427825928,residual_internal,61.172794342041016,34.99837875366211,1.7478750879464697,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,2,2,19211, cabinet,33,5,0.150801420211792,-1.4847960472106934,-1.2958788871765137,-2.9751474857330322,residual_internal,61.431705474853516,33.6766357421875,1.8241639677177313,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,2,3,6574, miles,404,7,1.2318936586380005,-1.695070505142212,0.6486160159111023,-4.779119491577148,residual_internal,60.085418701171875,37.119083404541016,1.6187204313838537,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,3,0,21825, clones,2,0,0.15154817700386047,-2.4610683917999268,-0.9207026362419128,-1.8300690650939941,residual_internal,56.97767639160156,38.3212776184082,1.4868417738825983,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,3,1,23778, motive,8,2,0.6766747236251831,-4.941151142120361,-0.3318730294704437,-4.922528266906738,residual_internal,59.27363586425781,37.1956672668457,1.5935629125570567,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,3,2,19211, cabinet,33,5,0.1218189001083374,-1.5464701652526855,-0.48421019315719604,-4.125578880310059,residual_internal,59.53580093383789,36.93979263305664,1.6116982985053512,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,3,3,6574, miles,404,7,1.2034401893615723,-2.5263049602508545,-2.472029447555542,-5.299483299255371,residual_internal,58.70988082885742,38.7439079284668,1.5153319313388305,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,4,0,21825, clones,2,0,0.9448153972625732,-2.2829856872558594,-3.0052905082702637,-2.2692346572875977,residual_internal,59.5383186340332,39.70038986206055,1.4996910317732335,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,4,1,23778, motive,8,2,0.44782280921936035,-4.769948482513428,-0.3606031835079193,-4.313883304595947,residual_internal,58.89472198486328,38.29035949707031,1.5381083583028115,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,4,2,19211, cabinet,33,5,0.6078850030899048,-2.538822650909424,0.022857874631881714,-3.6861321926116943,residual_internal,58.64817428588867,38.63104248046875,1.5181618335963951,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,4,3,6574, miles,404,7,1.762906551361084,-3.156705379486084,-3.326035499572754,-4.237075328826904,residual_internal,56.9256706237793,39.215248107910156,1.4516208202262209,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,5,0,21825, clones,2,0,1.9425392150878906,-2.4688374996185303,-3.6496756076812744,-2.8358230590820312,residual_internal,60.765281677246094,39.66889190673828,1.5318119250748297,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,5,1,23778, motive,8,2,0.5988607406616211,-3.736482620239258,-0.6936414241790771,-3.7193987369537354,residual_internal,59.577781677246094,38.92860794067383,1.5304369929703385,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,5,2,19211, cabinet,33,5,1.481453537940979,-3.971971035003662,-0.40207645297050476,-2.554184913635254,residual_internal,59.31074523925781,39.000343322753906,1.5207749518618787,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step8000,5,3,6574, miles,404,7,2.092069149017334,-3.411679744720459,-2.9043469429016113,-2.258028984069824,residual_internal,55.171443939208984,39.327232360839844,1.4028814291581333,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
