checkpoint,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4,vector_kind,vector_l2,state_l2,relative_update_l2,projection_seed,projection_sha256
step3000,0,0,21825, clones,2,0,-0.6880700588226318,2.18501615524292,5.026822566986084,-3.451833486557007,residual_internal,50.38322830200195,1.0161998271942139,49.58004021818518,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,0,21825, clones,2,0,-0.6641344428062439,1.538370132446289,3.680861711502075,-2.170255661010742,effective_increment,32.31113815307617,1.0161998271942139,31.796047675277688,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,0,21825, clones,2,0,0.023936331272125244,-0.6466459631919861,-1.3459604978561401,1.2815771102905273,final_ln_correction,19.259037017822266,1.0161998271942139,18.952017607597487,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,1,23778, motive,8,2,1.0347304344177246,-2.9988272190093994,-1.8136531114578247,-0.6764184236526489,residual_internal,51.58503723144531,1.0491009950637817,49.17070660895629,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,1,23778, motive,8,2,0.5123661160469055,-2.0347847938537598,-1.2379173040390015,-0.19684018194675446,effective_increment,32.27735900878906,1.0491009950637817,30.766684199767354,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,1,23778, motive,8,2,-0.5223640203475952,0.9640421271324158,0.5757359266281128,0.479577898979187,final_ln_correction,20.471351623535156,1.0491009950637817,19.513232491301345,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,2,19211, cabinet,33,5,2.352020025253296,0.1048586517572403,-3.296963930130005,-0.36241546273231506,residual_internal,55.02592086791992,1.0099658966064453,54.4829494271151,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,2,19211, cabinet,33,5,1.2688071727752686,0.11679844558238983,-1.8762762546539307,-0.055370837450027466,effective_increment,32.570438385009766,1.0099658966064453,32.24904770987681,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,2,19211, cabinet,33,5,-1.0832128524780273,0.011939872056245804,1.4206874370574951,0.3070438504219055,final_ln_correction,23.539308547973633,1.0099658966064453,23.307033066232556,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step3000,0,3,6574, miles,404,7,0.6405344605445862,-2.8610429763793945,0.9979451894760132,-3.2432644367218018,residual_internal,46.168800354003906,0.9818979501724243,47.019957976179214,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
